company_name,email,website,phone,street,postcode,city,country,founding_year,employee_count,distribution_area,description,source,source_detail,verify_status,verify_code,verify_method,catch_all
SST GmbH,hamburg@sst.de; info@sst.de,http://www.sst.de/,+49 30 5682660; +49 40 5590060,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@sst.de,office@sst.de",unknown,,smtp_unreachable,false
STAR LOGISTIC GERMANY GMBH,roeper@star-logistic.de,https://www.star-logistic.de,,,,,DE,,,,,MVP,FIATA + MVP,unknown,,smtp_unreachable,false
STG Transport & Containerdienst GmbH Leipzig,info@stg-entsorgung.de; kontakt@stg-entsorgung.de; office@stg-entsorgung.de,https://www.stg-entsorgung.de/,+49 341 4251074,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@stg-entsorgung.de,office@stg-entsorgung.de",unknown,,smtp_unreachable,false
Schließfach München - Happy Safe Storage,hello@happysafestorage.de; info@happysafestorage.de; kontakt@happysafestorage.de; office@happysafestorage.de,http://happysafestorage.de/,+49 163 9340000,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:info@happysafestorage.de,kontakt@happysafestorage.de,office@happysafestorage.de",unknown,,smtp_unreachable,false
Sonnenschein Transport und Entrümpelung,%20info@sonnenscheintransport.de; info@sonnenscheintransport.de,http://www.sonnenscheintransport.de/,+49 30 28623803,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@sonnenscheintransport.de,office@sonnenscheintransport.de",unknown,,smtp_unreachable,false
Spedition S. Lübke GmbH,info@spedition-luebke.de; kontakt@spedition-luebke.de; office@spedition-luebke.de,http://www.spedition-luebke.de/,+49 201 851230,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@spedition-luebke.de,office@spedition-luebke.de; consolidated_sync:info@spedition-luebke.de,info@spedition-luebke.deinternet",unknown,,smtp_unreachable,false
Steinert Kleintransporte - Möbel- und Transport Taxi Berlin,info@steinert-kleintransporte.de; kontakt@steinert-kleintransporte.de; office@steinert-kleintransporte.de,http://steinert-kleintransporte.de/,+49 177 4048787,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@steinert-kleintransporte.de,office@steinert-kleintransporte.de",unknown,,smtp_unreachable,false
Stravex Transport-und Handelsgesellschaft GmbH,info@stravex.com; kontakt@stravex.com; office@stravex.com,https://www.stravex.com/,+49 40 334870300,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@stravex.com,office@stravex.com",unknown,,smtp_unreachable,false
TS LOGISTIK & KURIER Hamburg 24/7,info@ts-lk.de; kontakt@ts-lk.de; office@ts-lk.de,http://www.ts-lk.de/,+49 176 56512693,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@ts-lk.de,office@ts-lk.de",unknown,,smtp_unreachable,false
TSM - Transport und Spedition Service,info@tsm-transporte-stuttgart.de; kontakt@tsm-transporte-stuttgart.de; office@tsm-transporte-stuttgart.de,http://www.tsm-transporte-stuttgart.de/,+49 172 7092092,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:info@tsm-transporte-stuttgart.de,office@tsm-transporte-stuttgart.de",unknown,,smtp_unreachable,false
Topp Transporte GmbH,info@topp-transporte.de; kontakt@topp-transporte.de; office@topp-transporte.de,http://www.topp-transporte.de/,+49 201 83017558,,,,DE,,,,"OffeneRegister: de, North Rhine-Westphalia, Essen, status: currently registered",MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@topp-transporte.de,office@topp-transporte.de",unknown,,smtp_unreachable,false
Translog Internationale Transport GmbH,ascha.kueffner@translog-dortmund.de; info@translog-dortmund.de; kontakt@translog-dortmund.de; mustafa.deniz@translog-dortmund.de; mustafa.deniz@translog-dortmund.de; ascha.kueffner@translog-dortmund.de; info@translog-dortmund.de; office@translog-dortmund.de,https://www.translog-dortmund.de/,+49 231 58051165,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@translog-dortmund.de,office@translog-dortmund.de; import:mustafa.deniz@translog-dortmund.de; ascha.kueffner@translog-dortmund.de; info@translog-dortmund.de",unknown,,smtp_unreachable,false
"Transport Berlin Service (Umzug, Entrümpelung)",info@transport-berlin-service.de; kontakt@transport-berlin-service.de; office@transport-berlin-service.de,https://www.transport-berlin-service.de/,+49 30 23977568,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@transport-berlin-service.de,office@transport-berlin-service.de",unknown,,smtp_unreachable,false
Transport Taxi Köln,info@tt-lastentaxi-koeln.de; kontakt@tt-lastentaxi-koeln.de; office@tt-lastentaxi-koeln.de,https://www.tt-lastentaxi-koeln.de/kontakt/,+49 2237 6035345,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@tt-lastentaxi-koeln.de,office@tt-lastentaxi-koeln.de",unknown,,smtp_unreachable,false
Transporte Müller,info@transportemueller.de; kontakt@transportemueller.de; office@transportemueller.de,https://www.transportemueller.de/,,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@transportemueller.de,office@transportemueller.de",unknown,,smtp_unreachable,false
Transporte NRW,info@transporte-nrw.de; kontakt@transporte-nrw.de; office@transporte-nrw.de,https://transporte-nrw.de/,+49 1521 5610839,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@transporte-nrw.de,office@transporte-nrw.de",unknown,,smtp_unreachable,false
Turm Umzüge | Umzugsunternehmen Berlin,info@turm-umzuege.de; kontakt@turm-umzuege.de; office@turm-umzuege.de,https://turm-umzuege.de/,+49 30 89784543,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@turm-umzuege.de,office@turm-umzuege.de",unknown,,smtp_unreachable,false
WILHELM ROSEBROCK GMBH & CO. KG,info@rosebrock.com; kontakt@rosebrock.com; office@rosebrock.com; roseinvde@rosebrock.com,http://www.rosebrock.com,,,,,DE,,,,,MVP,"FIATA + MVP; pattern_mx_top3:info@rosebrock.com,kontakt@rosebrock.com,office@rosebrock.com",unknown,,smtp_unreachable,false
Wilhelm Bartels Spedition GmbH & Co.KG,info@wilhelm-bartels-spedition.de,http://www.wilhelm-bartels-spedition.de/,+49 40 23800710,,,,DE,,,,,MVP,MVP + MainDB_old,unknown,,smtp_unreachable,false
YOUNESS EXPORT,info@youness-export.com,,,,,,DE,,,,,MVP,FIATA + MVP,unknown,,smtp_unreachable,false
Zschiegner Transporte Inhaber Falko Zschiegner,falko@zschiegner-transporte.de; falko@zschiegner-transporte.de; info@zschiegner-transporte.de,http://www.zschiegner-transporte.de/,+49 221 57779960,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@zschiegner-transporte.de,office@zschiegner-transporte.de; import:falko@zschiegner-transporte.de; info@zschiegner-transporte.de",unknown,,smtp_unreachable,false
Spedition S. Lübke GmbH,info@spedition-luebke.de; kontakt@spedition-luebke.de; office@spedition-luebke.de; info@spedition-luebke.deinternet,http://www.spedition-luebke.de/,+49 201 851230,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@spedition-luebke.de,office@spedition-luebke.de",unknown,,smtp_unreachable,false
Akelbein Möbelspedition GmbH & Co. KG,info@akelbein-umzug.de; info@akelbein.de; kontakt@akelbein-umzug.de; office@akelbein-umzug.de,https://www.akelbein-umzug.de,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@akelbein-umzug.de,office@akelbein-umzug.de; consolidated_sync:info@akelbein-umzug.de,info@akelbein.de",unknown,,smtp_unreachable,false
AWS-Wachschutz SDL,aws@aws-stendal.de; info@aws-stendal.de,http://aws-stendal.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; import:aws@aws-stendal.de,info@aws-stendal.de",unknown,,smtp_unreachable,false
BHS Transporte Berlin,info@bhs-berlin.de; kontakt@bhs-berlin.de; office@bhs-berlin.de; service@bhs-berlin.de,https://bhs-berlin.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:info@bhs-berlin.de,kontakt@bhs-berlin.de,office@bhs-berlin.de",unknown,,smtp_unreachable,false
BK Logistics GmbH / Internationale Spedition GmbH,info@bklogistics.eu; kontakt@bklogistics.eu; muenchen@bklogistics.de; office@bklogistics.eu,https://www.bklogistics.eu,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@bklogistics.eu,office@bklogistics.eu; consolidated_sync:info@bklogistics.eu,muenchen@bklogistics.de",unknown,,smtp_unreachable,false
BLS-KEP GmbH,info@bls-kep.de; kontakt@bls-kep.de; office@bls-kep.de,https://bls-kep.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@bls-kep.de,office@bls-kep.de",unknown,,smtp_unreachable,false
City Trans Harz GmbH,info@city-trans-harz.de,https://city-trans-harz.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@city-trans-harz.de,office@city-trans-harz.de",unknown,,smtp_unreachable,false
Knecht Speditions- und Verwaltungs-GmbH,info@cleverdigital.de,https://www.knecht-moebellogistik.de,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@knecht-moebellogistik.de,office@knecht-moebellogistik.de; new_scrape:info@knecht-moebellogistik.de",unknown,,smtp_unreachable,false
co.met GmbH,info@co-met.info; kontakt@co-met.info; office@co-met.info,https://co-met.info,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:info@co-met.info,office@co-met.info",unknown,,smtp_unreachable,false
Demando GmbH,info@demando.de; kontakt@demando.de; office@demando.de,https://demando.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@demando.de,office@demando.de",unknown,,smtp_unreachable,false
Deutsche Lieferadresse,info@deutsche-lieferadresse.com; kontakt@deutsche-lieferadresse.com; logistik-services@deutsche-lieferadresse.com; office@deutsche-lieferadresse.com,https://deutsche-lieferadresse.com,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@deutsche-lieferadresse.com,office@deutsche-lieferadresse.com",unknown,,smtp_unreachable,false
Die Radler GmbH,info@die-radler.de; kontakt@die-radler.de; mail@die-radler.de; office@die-radler.de,https://die-radler.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:info@die-radler.de,kontakt@die-radler.de,office@die-radler.de",unknown,,smtp_unreachable,false
DMS-International Deutsche Möbelspedition GmbH & Co. KG,info@dms-international.com; kontakt@dms-international.com; office@dms-international.com,https://www.dms-international.com,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@dms-international.com,office@dms-international.com; consolidated_sync:info@dms-international.com,international@dms-logistik.de",unknown,,smtp_unreachable,false
Dresdner Wach-Institut,info@dwsi.de; kontakt@dwsi.de; office@dwsi.de,https://dwsi.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@dwsi.de,office@dwsi.de",unknown,,smtp_unreachable,false
ED-TRANS,info@ed-trans.de; kontakt@ed-trans.de; office@ed-trans.de,https://ed-trans.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@ed-trans.de,office@ed-trans.de",unknown,,smtp_unreachable,false
Eiltrans GmbH,eiltrans@eiltrans.de; expolog@eiltrans.de; info@eiltrans.de; kontakt@eiltrans.de; office@eiltrans.de,https://eiltrans.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:info@eiltrans.de,kontakt@eiltrans.de,office@eiltrans.de",unknown,,smtp_unreachable,false
Finduu GmbH,info@finduu.de; kontakt@finduu.de; office@finduu.de,https://finduu.de,,,,,DE,,,,,MainDB,"pattern_mx_top3:info@finduu.de,office@finduu.de; import:kontakt@finduu.de",unknown,,smtp_unreachable,false
First Express GmbH,info@first-express.de; kontakt@first-express.de; office@first-express.de,https://first-express.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@first-express.de,office@first-express.de",unknown,,smtp_unreachable,false
Flamur Projektlogistik,info@flamur-logistik.de; info@spedition-flamur.de; kontakt@spedition-flamur.de; office@spedition-flamur.de,https://www.spedition-flamur.de,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@spedition-flamur.de,office@spedition-flamur.de; consolidated_sync:info@flamur-logistik.de,info@spedition-flamur.de",unknown,,smtp_unreachable,false
Dvi Transporte GmbH,info@dvi-transporte.de; info@flexx-log.de; info@franke-spedition.com; info@hut-str.de; kontakt@dvi-transporte.de; office@dvi-transporte.de; personal-abteilung@dvi-transporte.de,http://www.dvi-transporte.de/,+49 2234 2508840,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@dvi-transporte.de,office@dvi-transporte.de; consolidated_sync:info@dvi-transporte.de,info@flexx-log.de,info@frangie.de,info@franke-spedition.com,info@goellner-spedition.eu,info@hut-str.de,personal-abteilung@dvi-transporte.de",unknown,,smtp_unreachable,false
Dvi Transporte GmbH,info@dvi-transporte.de; info@flexx-log.de; info@franke-spedition.com; info@hut-str.de; kontakt@dvi-transporte.de; office@dvi-transporte.de; personal-abteilung@dvi-transporte.de,http://www.dvi-transporte.de/,+49 2234 2508840,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@dvi-transporte.de,office@dvi-transporte.de; consolidated_sync:info@dvi-transporte.de,info@flexx-log.de,info@frangie.de,info@franke-spedition.com,info@goellner-spedition.eu,info@hut-str.de,personal-abteilung@dvi-transporte.de",unknown,,smtp_unreachable,false
Dvi Transporte GmbH,info@dvi-transporte.de; info@flexx-log.de; info@franke-spedition.com; info@hut-str.de; kontakt@dvi-transporte.de; office@dvi-transporte.de; personal-abteilung@dvi-transporte.de,http://www.dvi-transporte.de/,+49 2234 2508840,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@dvi-transporte.de,office@dvi-transporte.de; consolidated_sync:info@dvi-transporte.de,info@flexx-log.de,info@frangie.de,info@franke-spedition.com,info@goellner-spedition.eu,info@hut-str.de,personal-abteilung@dvi-transporte.de",unknown,,smtp_unreachable,false
Spedition Gial-Trans,info@gial-trans.de; kontakt@gial-trans.de; office@gial-trans.de; spedition@gial-trans.de,http://www.gial-trans.de,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:info@gial-trans.de,kontakt@gial-trans.de,office@gial-trans.de",unknown,,smtp_unreachable,false
GN Transporte,info@gn-transporte.de; kontakt@gn-transporte.de; office@gn-transporte.de,https://gn-transporte.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@gn-transporte.de,office@gn-transporte.de",unknown,,smtp_unreachable,false
Dvi Transporte GmbH,info@dvi-transporte.de; info@flexx-log.de; info@franke-spedition.com; info@hut-str.de; kontakt@dvi-transporte.de; office@dvi-transporte.de; personal-abteilung@dvi-transporte.de,http://www.dvi-transporte.de/,+49 2234 2508840,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@dvi-transporte.de,office@dvi-transporte.de; consolidated_sync:info@dvi-transporte.de,info@flexx-log.de,info@frangie.de,info@franke-spedition.com,info@goellner-spedition.eu,info@hut-str.de,personal-abteilung@dvi-transporte.de",unknown,,smtp_unreachable,false
Thomas Goldammer,info@goldammer-transporte.de; kontakt@goldammer-transporte.de; office@goldammer-transporte.de,https://goldammer-transporte.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@goldammer-transporte.de,office@goldammer-transporte.de",unknown,,smtp_unreachable,false
Georg Scherl GS-Transport,info@gs-transport.de; kontakt@gs-transport.de; office@gs-transport.de,https://gs-transport.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@gs-transport.de,office@gs-transport.de",unknown,,smtp_unreachable,false
Hafen-Spedition Lampke & Fabarius GmbH & Co. KG,info@hafenspedition.de; kontakt@hafenspedition.de; office@hafenspedition.de,http://www.hafenspedition.de,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@hafenspedition.de,office@hafenspedition.de; consolidated_sync:contact@hafenspedition.com,export-sea@hafenspedition.com,info@hafenspedition.de; import:air-freight@hafenspedition.com,contact@hafenspedition.com,export-sea@hafenspedition.com,import-sea@hafenspedition.com,transport@hafenspedition.com",unknown,,smtp_unreachable,false
Heißer Reifen GbR,info@heisser-reifen.de; kontakt@heisser-reifen.de; office@heisser-reifen.de,https://heisser-reifen.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@heisser-reifen.de,office@heisser-reifen.de",unknown,,smtp_unreachable,false
Möbelspedition M. Hesse GmbH,info@hesse-umzug.de; webseite@hesse-umzug.de,https://www.hesse-umzug.de,[phone image]; yes,,,,DE,,,,"OffeneRegister: de, North Rhine-Westphalia, Düsseldorf, status: currently registered",Exilon,"Exilon + Exilon_emails; pattern_mx_top3:info@hesse-umzug.de,kontakt@hesse-umzug.de,office@hesse-umzug.de",unknown,,smtp_unreachable,false
HTI Spedition und Logistik GmbH,info@hti-spedition.de; kontakt@hti-spedition.de; office@hti-spedition.de; thorsten@hti-spedition.de,https://www.hti-spedition.de,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:info@hti-spedition.de,kontakt@hti-spedition.de,office@hti-spedition.de",unknown,,smtp_unreachable,false
Dvi Transporte GmbH,info@dvi-transporte.de; info@flexx-log.de; info@franke-spedition.com; info@hut-str.de; kontakt@dvi-transporte.de; office@dvi-transporte.de; personal-abteilung@dvi-transporte.de,http://www.dvi-transporte.de/,+49 2234 2508840,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@dvi-transporte.de,office@dvi-transporte.de",unknown,,smtp_unreachable,false
Möbelspedition Wemhöner Inh. Horst Bohling,info@wemhoener-umzuege.de; kontakt@wemhoener-umzuege.de; office@wemhoener-umzuege.de; umzuege@idealtransport.de,https://www.wemhoener-umzuege.de,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@wemhoener-umzuege.de,office@wemhoener-umzuege.de; consolidated_sync:info@wemhoener-umzuege.de,umzuege@idealtransport.de",unknown,,smtp_unreachable,false
Jung Spedition GmbH,info@jung-kassel.de; kontakt@jung-kassel.de; office@jung-kassel.de,https://www.jung-kassel.de,[phone image]; yes,,,,DE,,,,"OffeneRegister: de, Hesse, Kassel, status: currently registered",Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@jung-kassel.de,office@jung-kassel.de",unknown,,smtp_unreachable,false
IGS Intermodal Container Logistics GmbH,info@igs-logistics.de; info@lastentaxi-muenchen.de; info@saegewerk-transporte.de; info@saidykhan-logistik.de; sales@igs-logistics.de,https://igs-logistics.de/,+49 40 740020,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@igs-logistics.de,office@igs-logistics.de; consolidated_sync:info@igs-logistics.de,info@kltransporte.de,info@lastentaxi-muenchen.de,info@logistic-people.de,info@saegewerk-transporte.de,info@saidykhan-logistik.de,sales@igs-logistics.de",unknown,,smtp_unreachable,false
KTC Logistik GmbH,info@ktc-logistik.de; kontakt@ktc-logistik.de; office@ktc-logistik.de,https://ktc-logistik.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@ktc-logistik.de,office@ktc-logistik.de",unknown,,smtp_unreachable,false
Kurierdienst Manfred Bruns e. Kfm.,info@kurierdienst-manfred-bruns.net; kontakt@kurierdienst-manfred-bruns.net; office@kurierdienst-manfred-bruns.net,http://www.Kurierdienst-Manfred-Bruns.net,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@kurierdienst-manfred-bruns.net,office@kurierdienst-manfred-bruns.net",unknown,,smtp_unreachable,false
Service,info@kraftverkehr-leipzig.de; info@kvb.koeln; service@kraftverkehr-leipzig.de,https://lagerloewe.com/standorte/leipzig/,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:info@lagerloewe.com,kontakt@lagerloewe.com,office@lagerloewe.com; consolidated_sync:info@kraftverkehr-leipzig.de,info@kvb.koeln,service@iw-transport.de,service@kraftverkehr-leipzig.de,service@lagerloewe.com,service@spedition-billhardt.de",unknown,,smtp_unreachable,false
IGS Intermodal Container Logistics GmbH,info@igs-logistics.de; info@lastentaxi-muenchen.de; info@saegewerk-transporte.de; info@saidykhan-logistik.de; sales@igs-logistics.de,https://igs-logistics.de/,+49 40 740020,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@igs-logistics.de,office@igs-logistics.de; consolidated_sync:info@igs-logistics.de,info@kltransporte.de,info@lastentaxi-muenchen.de,info@logistic-people.de,info@saegewerk-transporte.de,info@saidykhan-logistik.de,sales@igs-logistics.de",unknown,,smtp_unreachable,false
IGS Intermodal Container Logistics GmbH,info@igs-logistics.de; info@lastentaxi-muenchen.de; info@saegewerk-transporte.de; info@saidykhan-logistik.de; sales@igs-logistics.de,https://igs-logistics.de/,+49 40 740020,,,,DE,,,,,MVP,"MVP + MainDB_old; pattern_mx_top3:kontakt@igs-logistics.de,office@igs-logistics.de; consolidated_sync:info@igs-logistics.de,info@kltransporte.de,info@lastentaxi-muenchen.de,info@logistic-people.de,info@saegewerk-transporte.de,info@saidykhan-logistik.de,sales@igs-logistics.de",unknown,,smtp_unreachable,false
LOXX Logistik und Spedition GmbH,info@loxx.de; kontakt@loxx.de; office@loxx.de,https://www.loxx.de,[phone image]; yes,,,,DE,,,,"OffeneRegister: de, North Rhine-Westphalia, Gelsenkirchen, status: removed",Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@loxx.de,office@loxx.de",unknown,,smtp_unreachable,false
Mertens Spedition GmbH,info@mertens-spedition.de; kontakt@mertens-spedition.de; office@mertens-spedition.de,https://www.mertens-spedition.de,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@mertens-spedition.de,office@mertens-spedition.de; new_scrape:info.nl@mglobal.world; consolidated_sync:info.nl@mglobal.world,info@mertens-spedition.de,sales@malenstein.nl",unknown,,smtp_unreachable,false
Mates Speditions GmbH,info@mates.de; kontakt@mates.de; office@mates.de,https://www.mates.de,[phone image]; yes,,,,DE,,,,"OffeneRegister: de, North Rhine-Westphalia, Düsseldorf, status: removed",Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@mates.de,office@mates.de",unknown,,smtp_unreachable,false
MHD Transporte,info@mhd-transporte.de; kontakt@mhd-transporte.de; office@mhd-transporte.de,https://mhd-transporte.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@mhd-transporte.de,office@mhd-transporte.de",unknown,,smtp_unreachable,false
MK Spedition Monika Komarek,info@mk-spedition.de; kontakt@mk-spedition.de; office@mk-spedition.de,https://www.mk-spedition.de,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@mk-spedition.de,office@mk-spedition.de",unknown,,smtp_unreachable,false
MSL Express Logistik,info@msl-express.de; kontakt@msl-express.de; office@msl-express.de,https://msl-express.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:info@msl-express.de,office@msl-express.de",unknown,,smtp_unreachable,false
Redaktion,redaktion@mvg.de,https://www.mvg.de/meinhalt/marienplatz,,,,,DE,,,,,MainDB,MainDB + MainDB_old,unknown,,smtp_unreachable,false
Özden Transporte,info@oezden-transporte.de; kontakt@oezden-transporte.de; office@oezden-transporte.de,http://oezden-transporte.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@oezden-transporte.de,office@oezden-transporte.de",unknown,,smtp_unreachable,false
Piepenbrock Sicherheit,info@piepenbrock.de; kontakt@piepenbrock.de; office@piepenbrock.de,https://piepenbrock.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@piepenbrock.de,office@piepenbrock.de",unknown,,smtp_unreachable,false
Postdienst Oberfranken,info@postdienst-oberfranken.de; kontakt@postdienst-oberfranken.de; office@postdienst-oberfranken.de; service@postdienst-oberfranken.de,https://postdienst-oberfranken.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:info@postdienst-oberfranken.de,kontakt@postdienst-oberfranken.de,office@postdienst-oberfranken.de",unknown,,smtp_unreachable,false
ProExpress Kurier,info@proexpress-kurier.de; kontakt@proexpress-kurier.de; office@proexpress-kurier.de,https://proexpress-kurier.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:kontakt@proexpress-kurier.de,office@proexpress-kurier.de",unknown,,smtp_unreachable,false
Nitz + Co. Speditions-Kontor GmbH,info@publitec.de,https://www.nitzundco.de,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@nitzundco.de,office@nitzundco.de; new_scrape:info@nitzundco.de",unknown,,smtp_unreachable,false
Thomas Bormann,info@reber-logistik.de; kontakt@reber-logistik.de; office@reber-logistik.de; thomas.bormann@reber-logistik.de,https://www.reber-logistik.de/,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:info@reber-logistik.de,kontakt@reber-logistik.de,office@reber-logistik.de",unknown,,smtp_unreachable,false
Heinrich Reckendorf,buergermeisterin@reckendorf.de; info@reckendorf.de; kontakt@reckendorf.de; office@reckendorf.de,https://reckendorf.de,,,,,DE,,,,,MainDB,"MainDB + MainDB_old; pattern_mx_top3:info@reckendorf.de,kontakt@reckendorf.de,office@reckendorf.de",unknown,,smtp_unreachable,false
Red-Line by Hammer Internationale Spedition GmbH,info@red-line.com; kontakt@red-line.com; office@red-line.com,https://www.red-line.com,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@red-line.com,office@red-line.com; consolidated_sync:info@red-line.com,info@redline-logistik.com",unknown,,smtp_unreachable,false
Möbelspedition Rosellen GmbH,info@umzuege-rosellen.de; kontakt@umzuege-rosellen.de; office@umzuege-rosellen.de,https://www.umzuege-rosellen.de,[phone image]; yes,,,,DE,,,,,Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@umzuege-rosellen.de,office@umzuege-rosellen.de; consolidated_sync:info@roggendorf.de,info@umzuege-rosellen.de",unknown,,smtp_unreachable,false
Rudolf Rose Spedition,info@rose-spedition.de; kontakt@rose-spedition.de; office@rose-spedition.de,https://www.rose-spedition.de,[phone image]; yes,,,,DE,,,,"OffeneRegister: de, North Rhine-Westphalia, Coesfeld, status: removed",Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@rose-spedition.de,office@rose-spedition.de",unknown,,smtp_unreachable,false
RS-Transporte,info@rs-transporte.de; kontakt@rs-transporte.de; office@rs-transporte.de,http://www.RS-Transporte.de,[phone image]; yes,,,,DE,,,,"OffeneRegister: de, Rhineland-Palatinate, Bad Kreuznach, status: currently registered",Exilon,"Exilon + Exilon_emails; pattern_mx_top3:kontakt@rs-transporte.de,office@rs-transporte.de",unknown,,smtp_unreachable,false
